,datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,casual,registered,count,day,hour,month,part_of_day
72,2011-01-04 04:00:00,1,0,1,1,5.74,9.09,63,6.0032,0.0,2.0,2,4,4,1,night
73,2011-01-04 05:00:00,1,0,1,1,4.92,7.575,68,7.0015,0.0,4.0,4,4,5,1,night
74,2011-01-04 06:00:00,1,0,1,1,4.92,7.575,74,7.0015,0.0,36.0,36,4,6,1,night
75,2011-01-04 07:00:00,1,0,1,1,4.92,7.575,74,8.9981,2.0,92.0,94,4,7,1,night
76,2011-01-04 08:00:00,1,0,1,1,5.74,7.575,69,11.0014,2.0,177.0,179,4,8,1,morning
77,2011-01-04 09:00:00,1,0,1,1,6.56,7.575,64,15.0013,2.0,98.0,100,4,9,1,morning
78,2011-01-04 10:00:00,1,0,1,2,6.56,6.82,69,22.0028,5.0,37.0,42,4,10,1,morning
79,2011-01-04 11:00:00,1,0,1,1,9.02,10.605,51,19.9995,7.0,50.0,57,4,11,1,morning
80,2011-01-04 12:00:00,1,0,1,1,9.02,11.365,51,11.0014,12.0,66.0,78,4,12,1,morning
81,2011-01-04 13:00:00,1,0,1,1,9.84,11.365,56,12.998,18.0,79.0,97,4,13,1,afternoon
82,2011-01-04 14:00:00,1,0,1,1,10.66,12.88,52,15.0013,9.0,54.0,63,4,14,1,afternoon
83,2011-01-04 15:00:00,1,0,1,1,11.48,13.635,52,16.9979,17.0,48.0,65,4,15,1,afternoon
84,2011-01-04 16:00:00,1,0,1,1,12.3,14.395,49,16.9979,15.0,68.0,83,4,16,1,afternoon
85,2011-01-04 17:00:00,1,0,1,1,11.48,13.635,48,15.0013,10.0,202.0,212,4,17,1,afternoon
86,2011-01-04 18:00:00,1,0,1,1,10.66,12.88,48,12.998,3.0,179.0,182,4,18,1,afternoon
87,2011-01-04 19:00:00,1,0,1,1,9.84,12.88,48,7.0015,2.0,110.0,112,4,19,1,evening
88,2011-01-04 20:00:00,1,0,1,1,9.84,12.88,48,7.0015,1.0,53.0,54,4,20,1,evening
89,2011-01-04 21:00:00,1,0,1,1,9.02,13.635,64,0.0,0.0,48.0,48,4,21,1,evening
90,2011-01-04 22:00:00,1,0,1,1,9.02,12.88,64,6.0032,1.0,34.0,35,4,22,1,evening
91,2011-01-04 23:00:00,1,0,1,1,8.2,11.365,69,6.0032,2.0,9.0,11,4,23,1,night
92,2011-01-05 00:00:00,1,0,1,1,8.2,12.88,64,0.0,0.0,6.0,6,5,0,1,night
93,2011-01-05 01:00:00,1,0,1,1,6.56,9.85,74,6.0032,0.0,6.0,6,5,1,1,night
94,2011-01-05 02:00:00,1,0,1,1,6.56,9.85,74,6.0032,0.0,2.0,2,5,2,1,night
95,2011-01-05 04:00:00,1,0,1,1,9.84,11.365,48,15.0013,0.0,2.0,2,5,4,1,night
96,2011-01-05 05:00:00,1,0,1,1,9.02,11.365,47,11.0014,0.0,3.0,3,5,5,1,night
97,2011-01-05 06:00:00,1,0,1,1,8.2,9.85,47,15.0013,0.0,33.0,33,5,6,1,night
98,2011-01-05 07:00:00,1,0,1,1,7.38,9.09,43,12.998,1.0,87.0,88,5,7,1,night
99,2011-01-05 08:00:00,1,0,1,1,8.2,9.09,40,19.9995,3.0,192.0,195,5,8,1,morning
100,2011-01-05 09:00:00,1,0,1,1,9.02,9.85,37,22.0028,6.0,109.0,115,5,9,1,morning
101,2011-01-05 10:00:00,1,0,1,1,9.02,9.85,37,22.0028,4.0,53.0,57,5,10,1,morning
102,2011-01-05 11:00:00,1,0,1,1,10.66,11.365,33,22.0028,12.0,34.0,46,5,11,1,morning
103,2011-01-05 12:00:00,1,0,1,1,10.66,11.365,33,22.0028,5.0,74.0,79,5,12,1,morning
104,2011-01-05 13:00:00,1,0,1,1,11.48,12.88,30,19.9995,6.0,65.0,71,5,13,1,afternoon
105,2011-01-05 14:00:00,1,0,1,1,12.3,14.395,28,12.998,10.0,52.0,62,5,14,1,afternoon
106,2011-01-05 15:00:00,1,0,1,1,12.3,14.395,28,12.998,7.0,55.0,62,5,15,1,afternoon
107,2011-01-05 16:00:00,1,0,1,1,12.3,15.91,28,6.0032,4.0,85.0,89,5,16,1,afternoon
108,2011-01-05 17:00:00,1,0,1,1,9.84,11.365,38,12.998,4.0,186.0,190,5,17,1,afternoon
109,2011-01-05 18:00:00,1,0,1,1,9.84,12.12,38,8.9981,3.0,166.0,169,5,18,1,afternoon
110,2011-01-05 19:00:00,1,0,1,1,9.84,12.88,38,7.0015,5.0,127.0,132,5,19,1,evening
111,2011-01-05 20:00:00,1,0,1,1,9.02,11.365,47,11.0014,7.0,82.0,89,5,20,1,evening
112,2011-01-05 21:00:00,1,0,1,1,8.2,9.85,51,12.998,3.0,40.0,43,5,21,1,evening
113,2011-01-05 22:00:00,1,0,1,1,7.38,9.85,55,8.9981,1.0,41.0,42,5,22,1,evening
114,2011-01-05 23:00:00,1,0,1,1,8.2,12.88,47,0.0,1.0,18.0,19,5,23,1,night
115,2011-01-06 00:00:00,1,0,1,1,7.38,12.12,55,0.0,0.0,11.0,11,6,0,1,night
116,2011-01-06 01:00:00,1,0,1,1,6.56,11.365,64,0.0,0.0,4.0,4,6,1,1,night
117,2011-01-06 02:00:00,1,0,1,1,6.56,11.365,64,0.0,0.0,2.0,2,6,2,1,night
118,2011-01-06 04:00:00,1,0,1,2,6.56,9.85,64,6.0032,0.0,1.0,1,6,4,1,night
119,2011-01-06 05:00:00,1,0,1,2,5.74,9.09,69,6.0032,0.0,4.0,4,6,5,1,night
120,2011-01-06 06:00:00,1,0,1,2,5.74,8.335,63,7.0015,0.0,36.0,36,6,6,1,night
121,2011-01-06 07:00:00,1,0,1,2,6.56,11.365,59,0.0,0.0,95.0,95,6,7,1,night
122,2011-01-06 08:00:00,1,0,1,1,6.56,11.365,59,0.0,3.0,216.0,219,6,8,1,morning
123,2011-01-06 09:00:00,1,0,1,2,7.38,12.12,51,0.0,6.0,116.0,122,6,9,1,morning
124,2011-01-06 10:00:00,1,0,1,1,8.2,12.88,47,0.0,3.0,42.0,45,6,10,1,morning
125,2011-01-06 11:00:00,1,0,1,1,9.02,12.88,44,6.0032,2.0,57.0,59,6,11,1,morning
126,2011-01-06 12:00:00,1,0,1,1,10.66,14.395,35,0.0,6.0,78.0,84,6,12,1,morning
127,2011-01-06 13:00:00,1,0,1,1,10.66,13.635,35,7.0015,12.0,55.0,67,6,13,1,afternoon
128,2011-01-06 14:00:00,1,0,1,1,11.48,13.635,36,11.0014,11.0,59.0,70,6,14,1,afternoon
129,2011-01-06 15:00:00,1,0,1,1,11.48,13.635,36,0.0,8.0,54.0,62,6,15,1,afternoon
130,2011-01-06 16:00:00,1,0,1,1,10.66,12.88,38,11.0014,12.0,74.0,86,6,16,1,afternoon
131,2011-01-06 17:00:00,1,0,1,1,9.02,11.365,51,11.0014,9.0,163.0,172,6,17,1,afternoon
132,2011-01-06 18:00:00,1,0,1,1,9.02,11.365,51,8.9981,5.0,158.0,163,6,18,1,afternoon
133,2011-01-06 19:00:00,1,0,1,1,9.02,12.88,55,6.0032,3.0,109.0,112,6,19,1,evening
134,2011-01-06 20:00:00,1,0,1,1,8.2,10.605,51,11.0014,3.0,66.0,69,6,20,1,evening
135,2011-01-06 21:00:00,1,0,1,2,9.02,10.605,55,15.0013,0.0,48.0,48,6,21,1,evening
136,2011-01-06 22:00:00,1,0,1,2,9.02,10.605,51,19.0012,1.0,51.0,52,6,22,1,evening
137,2011-01-06 23:00:00,1,0,1,2,8.2,9.85,59,12.998,4.0,19.0,23,6,23,1,night
138,2011-01-07 00:00:00,1,0,1,2,8.2,9.85,64,12.998,4.0,13.0,17,7,0,1,night
139,2011-01-07 01:00:00,1,0,1,2,8.2,9.85,69,15.0013,2.0,5.0,7,7,1,1,night
140,2011-01-07 02:00:00,1,0,1,2,8.2,9.85,69,15.0013,0.0,1.0,1,7,2,1,night
141,2011-01-07 04:00:00,1,0,1,2,8.2,10.605,69,8.9981,0.0,1.0,1,7,4,1,night
142,2011-01-07 05:00:00,1,0,1,3,9.02,13.635,55,0.0,0.0,5.0,5,7,5,1,night
143,2011-01-07 06:00:00,1,0,1,2,8.2,12.88,69,0.0,8.0,26.0,34,7,6,1,night
144,2011-01-07 07:00:00,1,0,1,1,8.2,10.605,69,8.9981,8.0,76.0,84,7,7,1,night
145,2011-01-07 08:00:00,1,0,1,1,8.2,9.85,51,16.9979,20.0,190.0,210,7,8,1,morning
146,2011-01-07 09:00:00,1,0,1,1,8.2,9.09,47,19.9995,9.0,125.0,134,7,9,1,morning
147,2011-01-07 10:00:00,1,0,1,1,9.02,9.85,37,22.0028,16.0,47.0,63,7,10,1,morning
148,2011-01-07 11:00:00,1,0,1,2,8.2,9.85,40,15.0013,19.0,48.0,67,7,11,1,morning
149,2011-01-07 12:00:00,1,0,1,2,8.2,9.85,37,16.9979,9.0,50.0,59,7,12,1,morning
150,2011-01-07 13:00:00,1,0,1,2,8.2,9.09,37,19.0012,9.0,64.0,73,7,13,1,afternoon
151,2011-01-07 14:00:00,1,0,1,2,8.2,9.85,40,16.9979,7.0,43.0,50,7,14,1,afternoon
152,2011-01-07 15:00:00,1,0,1,2,8.2,10.605,37,11.0014,9.0,63.0,72,7,15,1,afternoon
153,2011-01-07 16:00:00,1,0,1,2,8.2,10.605,37,11.0014,5.0,82.0,87,7,16,1,afternoon
154,2011-01-07 17:00:00,1,0,1,2,8.2,12.88,37,0.0,9.0,178.0,187,7,17,1,afternoon
155,2011-01-07 18:00:00,1,0,1,1,8.2,11.365,40,6.0032,7.0,116.0,123,7,18,1,afternoon
156,2011-01-07 19:00:00,1,0,1,1,6.56,9.85,55,6.0032,3.0,92.0,95,7,19,1,evening
157,2011-01-07 20:00:00,1,0,1,1,7.38,10.605,47,7.0015,1.0,50.0,51,7,20,1,evening
158,2011-01-07 21:00:00,1,0,1,1,7.38,9.85,47,8.9981,0.0,39.0,39,7,21,1,evening
159,2011-01-07 22:00:00,1,0,1,2,7.38,9.85,43,11.0014,2.0,34.0,36,7,22,1,evening
160,2011-01-07 23:00:00,1,0,1,2,7.38,9.85,51,11.0014,1.0,14.0,15,7,23,1,night
161,2011-01-08 00:00:00,1,0,0,2,7.38,9.85,51,11.0014,1.0,24.0,25,8,0,1,night
162,2011-01-08 01:00:00,1,0,0,2,7.38,10.605,55,6.0032,1.0,15.0,16,8,1,1,night
163,2011-01-08 02:00:00,1,0,0,2,7.38,12.12,55,0.0,3.0,13.0,16,8,2,1,night
164,2011-01-08 03:00:00,1,0,0,3,7.38,9.85,55,11.0014,0.0,7.0,7,8,3,1,night
165,2011-01-08 04:00:00,1,0,0,3,7.38,9.85,55,11.0014,0.0,1.0,1,8,4,1,night
166,2011-01-08 05:00:00,1,0,0,2,6.56,8.335,74,11.0014,0.0,5.0,5,8,5,1,night
167,2011-01-08 06:00:00,1,0,0,2,6.56,8.335,74,11.0014,0.0,2.0,2,8,6,1,night
168,2011-01-08 07:00:00,1,0,0,2,6.56,9.09,74,7.0015,1.0,8.0,9,8,7,1,night
169,2011-01-08 08:00:00,1,0,0,3,6.56,9.09,93,7.0015,0.0,15.0,15,8,8,1,morning
170,2011-01-08 09:00:00,1,0,0,3,6.56,9.09,93,7.0015,0.0,20.0,20,8,9,1,morning
171,2011-01-08 10:00:00,1,0,0,2,7.38,9.85,80,11.0014,5.0,56.0,61,8,10,1,morning
172,2011-01-08 11:00:00,1,0,0,2,8.2,9.09,69,26.0027,2.0,60.0,62,8,11,1,morning
173,2011-01-08 12:00:00,1,0,0,2,8.2,9.09,59,23.9994,8.0,90.0,98,8,12,1,morning
174,2011-01-08 13:00:00,1,0,0,1,8.2,9.09,44,22.0028,7.0,95.0,102,8,13,1,afternoon
175,2011-01-08 14:00:00,1,0,0,1,8.2,8.335,32,32.9975,12.0,83.0,95,8,14,1,afternoon
176,2011-01-08 15:00:00,1,0,0,1,8.2,8.335,32,30.0026,5.0,69.0,74,8,15,1,afternoon
177,2011-01-08 16:00:00,1,0,0,1,7.38,6.82,29,30.0026,8.0,68.0,76,8,16,1,afternoon
178,2011-01-08 17:00:00,1,0,0,1,6.56,6.06,37,36.9974,5.0,64.0,69,8,17,1,afternoon
179,2011-01-08 18:00:00,1,0,0,1,5.74,6.06,39,19.9995,3.0,52.0,55,8,18,1,afternoon
180,2011-01-08 19:00:00,1,0,0,1,5.74,6.06,36,16.9979,4.0,26.0,30,8,19,1,evening
181,2011-01-08 20:00:00,1,0,0,1,4.92,6.06,36,16.9979,0.0,28.0,28,8,20,1,evening
182,2011-01-08 21:00:00,1,0,0,1,4.92,5.305,39,23.9994,2.0,35.0,37,8,21,1,evening
183,2011-01-08 22:00:00,1,0,0,1,4.92,5.305,36,26.0027,1.0,33.0,34,8,22,1,evening
184,2011-01-08 23:00:00,1,0,0,1,4.1,3.03,39,30.0026,0.0,22.0,22,8,23,1,night
185,2011-01-09 00:00:00,1,0,0,1,4.1,3.79,42,26.0027,1.0,24.0,25,9,0,1,night
186,2011-01-09 01:00:00,1,0,0,1,4.1,3.03,42,31.0009,0.0,12.0,12,9,1,1,night
187,2011-01-09 02:00:00,1,0,0,1,4.1,3.03,46,31.0009,0.0,11.0,11,9,2,1,night
188,2011-01-09 03:00:00,1,0,0,1,4.1,3.79,46,27.9993,0.0,4.0,4,9,3,1,night
189,2011-01-09 04:00:00,1,0,0,1,3.28,4.545,53,12.998,0.0,1.0,1,9,4,1,night
190,2011-01-09 05:00:00,1,0,0,1,3.28,4.545,53,12.998,0.0,1.0,1,9,5,1,night
191,2011-01-09 06:00:00,1,0,0,1,4.1,4.545,49,19.0012,0.0,1.0,1,9,6,1,night
192,2011-01-09 07:00:00,1,0,0,1,3.28,4.545,53,12.998,1.0,5.0,6,9,7,1,night
193,2011-01-09 08:00:00,1,0,0,1,4.1,4.545,49,19.0012,0.0,10.0,10,9,8,1,morning
194,2011-01-09 09:00:00,1,0,0,1,4.92,3.79,46,35.0008,0.0,19.0,19,9,9,1,morning
195,2011-01-09 10:00:00,1,0,0,1,5.74,5.305,43,26.0027,0.0,49.0,49,9,10,1,morning
196,2011-01-09 11:00:00,1,0,0,1,6.56,6.06,40,35.0008,2.0,47.0,49,9,11,1,morning
197,2011-01-09 12:00:00,1,0,0,1,7.38,6.82,37,30.0026,4.0,79.0,83,9,12,1,morning
198,2011-01-09 13:00:00,1,0,0,1,8.2,8.335,34,30.0026,6.0,69.0,75,9,13,1,afternoon
199,2011-01-09 14:00:00,1,0,0,1,9.02,9.09,32,31.0009,8.0,64.0,72,9,14,1,afternoon
200,2011-01-09 15:00:00,1,0,0,1,9.02,9.85,35,23.9994,5.0,77.0,82,9,15,1,afternoon
201,2011-01-09 16:00:00,1,0,0,1,8.2,8.335,34,30.0026,13.0,79.0,92,9,16,1,afternoon
202,2011-01-09 17:00:00,1,0,0,1,7.38,7.575,37,26.0027,3.0,59.0,62,9,17,1,afternoon
203,2011-01-09 18:00:00,1,0,0,1,6.56,6.82,40,22.0028,4.0,44.0,48,9,18,1,afternoon
204,2011-01-09 19:00:00,1,0,0,1,6.56,6.82,43,22.0028,1.0,40.0,41,9,19,1,evening
205,2011-01-09 20:00:00,1,0,0,1,5.74,6.06,46,16.9979,0.0,38.0,38,9,20,1,evening
206,2011-01-09 21:00:00,1,0,0,1,5.74,5.305,46,27.9993,1.0,19.0,20,9,21,1,evening
207,2011-01-09 22:00:00,1,0,0,1,5.74,6.06,46,19.9995,5.0,10.0,15,9,22,1,evening
208,2011-01-09 23:00:00,1,0,0,1,4.92,6.82,50,12.998,0.0,6.0,6,9,23,1,night
209,2011-01-10 00:00:00,1,0,1,1,4.92,6.06,50,19.0012,2.0,3.0,5,10,0,1,night
210,2011-01-10 01:00:00,1,0,1,1,4.92,6.06,50,19.0012,1.0,0.0,1,10,1,1,night
211,2011-01-10 02:00:00,1,0,1,1,4.92,6.06,50,15.0013,0.0,3.0,3,10,2,1,night
212,2011-01-10 03:00:00,1,0,1,1,4.92,6.06,50,15.0013,0.0,1.0,1,10,3,1,night
213,2011-01-10 04:00:00,1,0,1,1,4.1,6.06,54,8.9981,1.0,2.0,3,10,4,1,night
214,2011-01-10 05:00:00,1,0,1,1,4.1,5.305,54,16.9979,0.0,3.0,3,10,5,1,night
215,2011-01-10 06:00:00,1,0,1,1,4.92,6.06,50,19.0012,0.0,31.0,31,10,6,1,night
216,2011-01-10 07:00:00,1,0,1,1,4.92,6.06,50,15.0013,2.0,75.0,77,10,7,1,night
217,2011-01-10 08:00:00,1,0,1,2,4.92,6.06,50,19.0012,4.0,184.0,188,10,8,1,morning
218,2011-01-10 09:00:00,1,0,1,2,5.74,6.06,50,16.9979,2.0,92.0,94,10,9,1,morning
219,2011-01-10 10:00:00,1,0,1,2,5.74,6.06,50,19.9995,0.0,31.0,31,10,10,1,morning
220,2011-01-10 11:00:00,1,0,1,2,6.56,6.82,47,19.0012,2.0,28.0,30,10,11,1,morning
221,2011-01-10 12:00:00,1,0,1,2,8.2,9.09,40,19.0012,5.0,47.0,52,10,12,1,morning
222,2011-01-10 13:00:00,1,0,1,2,8.2,9.09,40,19.0012,4.0,50.0,54,10,13,1,afternoon
223,2011-01-10 14:00:00,1,0,1,2,8.2,9.85,40,15.0013,0.0,47.0,47,10,14,1,afternoon
224,2011-01-10 15:00:00,1,0,1,2,8.2,9.85,40,15.0013,2.0,43.0,45,10,15,1,afternoon
225,2011-01-10 16:00:00,1,0,1,1,8.2,10.605,40,8.9981,4.0,70.0,74,10,16,1,afternoon
226,2011-01-10 17:00:00,1,0,1,1,8.2,11.365,40,7.0015,4.0,174.0,178,10,17,1,afternoon
227,2011-01-10 18:00:00,1,0,1,1,8.2,9.85,40,15.0013,1.0,154.0,155,10,18,1,afternoon
228,2011-01-10 19:00:00,1,0,1,1,6.56,8.335,47,11.0014,3.0,92.0,95,10,19,1,evening
229,2011-01-10 20:00:00,1,0,1,1,6.56,8.335,50,11.0014,1.0,73.0,74,10,20,1,evening
230,2011-01-10 21:00:00,1,0,1,1,5.74,6.82,59,12.998,1.0,37.0,38,10,21,1,evening
231,2011-01-10 22:00:00,1,0,1,1,5.74,7.575,59,11.0014,2.0,22.0,24,10,22,1,evening
232,2011-01-10 23:00:00,1,0,1,1,5.74,7.575,59,11.0014,0.0,18.0,18,10,23,1,night
233,2011-01-11 00:00:00,1,0,1,1,5.74,8.335,59,7.0015,2.0,10.0,12,11,0,1,night
234,2011-01-11 01:00:00,1,0,1,1,5.74,7.575,59,11.0014,0.0,3.0,3,11,1,1,night
235,2011-01-11 02:00:00,1,0,1,2,6.56,7.575,55,12.998,0.0,3.0,3,11,2,1,night
236,2011-01-11 05:00:00,1,0,1,2,6.56,9.09,55,8.9981,0.0,6.0,6,11,5,1,night
237,2011-01-11 06:00:00,1,0,1,2,6.56,9.09,55,8.9981,0.0,27.0,27,11,6,1,night
238,2011-01-11 07:00:00,1,0,1,2,6.56,11.365,55,0.0,2.0,97.0,99,11,7,1,night
239,2011-01-11 08:00:00,1,0,1,2,7.38,10.605,51,6.0032,3.0,214.0,217,11,8,1,morning
240,2011-01-11 09:00:00,1,0,1,2,7.38,9.85,51,11.0014,3.0,127.0,130,11,9,1,morning
241,2011-01-11 10:00:00,1,0,1,2,8.2,10.605,51,11.0014,3.0,51.0,54,11,10,1,morning
242,2011-01-11 11:00:00,1,0,1,2,8.2,10.605,47,8.9981,4.0,31.0,35,11,11,1,morning
243,2011-01-11 12:00:00,1,0,1,2,8.2,11.365,51,7.0015,2.0,55.0,57,11,12,1,morning
