,datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,casual,registered,count,day,hour,month,part_of_day,week_day
201,2011-01-09 16:00:00,1,0,0,1,8.2,8.335,34,30.0026,13.0,79.0,92,9,16,1,afternoon,Sunday
202,2011-01-09 17:00:00,1,0,0,1,7.38,7.575,37,26.0027,3.0,59.0,62,9,17,1,afternoon,Sunday
203,2011-01-09 18:00:00,1,0,0,1,6.56,6.82,40,22.0028,4.0,44.0,48,9,18,1,afternoon,Sunday
204,2011-01-09 19:00:00,1,0,0,1,6.56,6.82,43,22.0028,1.0,40.0,41,9,19,1,evening,Sunday
205,2011-01-09 20:00:00,1,0,0,1,5.74,6.06,46,16.9979,0.0,38.0,38,9,20,1,evening,Sunday
206,2011-01-09 21:00:00,1,0,0,1,5.74,5.305,46,27.9993,1.0,19.0,20,9,21,1,evening,Sunday
207,2011-01-09 22:00:00,1,0,0,1,5.74,6.06,46,19.9995,5.0,10.0,15,9,22,1,evening,Sunday
208,2011-01-09 23:00:00,1,0,0,1,4.92,6.82,50,12.998,0.0,6.0,6,9,23,1,night,Sunday
209,2011-01-10 00:00:00,1,0,1,1,4.92,6.06,50,19.0012,2.0,3.0,5,10,0,1,night,Monday
210,2011-01-10 01:00:00,1,0,1,1,4.92,6.06,50,19.0012,1.0,0.0,1,10,1,1,night,Monday
211,2011-01-10 02:00:00,1,0,1,1,4.92,6.06,50,15.0013,0.0,3.0,3,10,2,1,night,Monday
212,2011-01-10 03:00:00,1,0,1,1,4.92,6.06,50,15.0013,0.0,1.0,1,10,3,1,night,Monday
213,2011-01-10 04:00:00,1,0,1,1,4.1,6.06,54,8.9981,1.0,2.0,3,10,4,1,night,Monday
214,2011-01-10 05:00:00,1,0,1,1,4.1,5.305,54,16.9979,0.0,3.0,3,10,5,1,night,Monday
215,2011-01-10 06:00:00,1,0,1,1,4.92,6.06,50,19.0012,0.0,31.0,31,10,6,1,night,Monday
216,2011-01-10 07:00:00,1,0,1,1,4.92,6.06,50,15.0013,2.0,75.0,77,10,7,1,night,Monday
217,2011-01-10 08:00:00,1,0,1,2,4.92,6.06,50,19.0012,4.0,184.0,188,10,8,1,morning,Monday
218,2011-01-10 09:00:00,1,0,1,2,5.74,6.06,50,16.9979,2.0,92.0,94,10,9,1,morning,Monday
219,2011-01-10 10:00:00,1,0,1,2,5.74,6.06,50,19.9995,0.0,31.0,31,10,10,1,morning,Monday
220,2011-01-10 11:00:00,1,0,1,2,6.56,6.82,47,19.0012,2.0,28.0,30,10,11,1,morning,Monday
221,2011-01-10 12:00:00,1,0,1,2,8.2,9.09,40,19.0012,5.0,47.0,52,10,12,1,morning,Monday
222,2011-01-10 13:00:00,1,0,1,2,8.2,9.09,40,19.0012,4.0,50.0,54,10,13,1,afternoon,Monday
223,2011-01-10 14:00:00,1,0,1,2,8.2,9.85,40,15.0013,0.0,47.0,47,10,14,1,afternoon,Monday
